id,nome,endereco,latitude,longitude,telefone,horario,website,email,avaliacao,total_reviews,categoria,status_negocio,google_maps_url,osm_id,fontes
c327bcc6d5950748,[P] ZONA URBANOVA,"Ctra. Saladar, 2, 03008 Urbanova, Alicante, Espanha",38.2882966,-0.5210292,,Mostrar horário de funcionamento da semana,,,"4,2",42,Estacionamento gratuito,Aberto 24 horas,https://www.google.com/maps/place/%5BP%5D+ZONA+URBANOVA/data=!4m7!3m6!1s0xd62498ea890c959:0x6bc3abbe56bb0584!8m2!3d38.2882966!4d-0.5210292!16s%2Fg%2F11g8tz5q7y!19sChIJWcmQqI5JYg0RhAW7Vr6rw2s?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
a3f462a52e02b2a8,A Baronesa de São José,"Av. Shishima Hifumi, 2103 - Urbanova, São José dos Campos - SP, 12244-000, Brasil",-23.204045,-45.943314,+55 12 3911-3887,,abaronesadesaojose.com.br,,"4,3",43,Pizza,Permanentemente fechado,https://www.google.com/maps/place/A+Baronesa+de+S%C3%A3o+Jos%C3%A9/data=!4m7!3m6!1s0x94cc4a4969a6ba3d:0x30e0a0d8136b2d33!8m2!3d-23.204045!4d-45.943314!16s%2Fg%2F11cms1d2fb!19sChIJPbqmaUlKzJQRMy1rE9ig4DA?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
47530a2c6d38534e,A2 Concept,"Av. Linneu de Moura, 1685 - Urbanova, São José dos Campos - SP, 12244-380, Brasil",-23.1958514,-45.9193966,,Mostrar horário de funcionamento da semana,,,"5,0",50,Escritório de arquitetura de interiores,Fechado · Abre seg. às 08:00,https://www.google.com/maps/place/A2+Concept/data=!4m7!3m6!1s0x94cc352cd78b1c9d:0x1ece405a1acf53eb!8m2!3d-23.1958514!4d-45.9193966!16s%2Fg%2F11smmpxvlm!19sChIJnRyL1yw1zJQR61PPGlpAzh4?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
63044c7c19444848,A7 Lavanderia Urbanova,"Av. Shishima Hifumi, 2.200 - Urbanova II, São José dos Campos - SP, 12244-000, Brasil",-23.2037621,-45.9438038,+55 12 3346-6490,Mostrar horário de funcionamento da semana,a7lavanderia.com.br,,"4,9",49,Lavanderia,Fechado · Abre seg. às 08:00,https://www.google.com/maps/place/A7+Lavanderia+Urbanova/data=!4m7!3m6!1s0x94cc35aa4b31b2af:0xd8e8d4588a0dc553!8m2!3d-23.2037621!4d-45.9438038!16s%2Fg%2F11h7pdb_0_!19sChIJr7IxS6o1zJQRU8UNiljU6Ng?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
f807b98a99de700c,ABRAÃO BARBEARIA | UNIDADE URBANOVA - SJC,"Best Center - Rua, Av. Ironman Victor Garrido, Número 450 - Loja 3 - Urbanova II, São José dos Campos - SP, 12244-392, Brasil",-23.2004434,-45.9476918,+55 12 98865-1001,Mostrar horário de funcionamento da semana,sites.appbarber.com.br,,"4,8",48,Barbearia,Fechado · Abre dom. às 10:00,https://www.google.com/maps/place/ABRA%C3%83O+BARBEARIA+%7C+UNIDADE+URBANOVA+-+SJC/data=!4m7!3m6!1s0x94cc342eba7721f9:0xb366bd28984c366f!8m2!3d-23.2004434!4d-45.9476918!16s%2Fg%2F11d_cxt2yj!19sChIJ-SF3ui40zJQRbzZMmCi9ZrM?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
943353a438755d9e,Academia da Mente - Aulas Particulares,"Av. Shishima Hifumi, 1888 - Urbanova, São José dos Campos - SP, 12244-000, Brasil",-23.2000214,-45.9369469,+55 12 98249-5555,Mostrar horário de funcionamento da semana,,,,,Centro educacional,Fechado · Abre seg. às 08:00,https://www.google.com/maps/place/Academia+da+Mente+-+Aulas+Particulares/data=!4m7!3m6!1s0x94cc35a7fa954fbf:0xf962ded653deb550!8m2!3d-23.2000214!4d-45.9369469!16s%2Fg%2F11ghdr3kt1!19sChIJv0-V-qc1zJQRULXeU9beYvk?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
b8d74b460d9267ef,Academia de Artes Poema,"Av. Antônio Widmer, 615 - Urbanova, São José dos Campos - SP, 12244-873, Brasil",-23.2027218,-45.9557094,+55 12 99630-9805,Mostrar horário de funcionamento da semana,instagram.com,,"5,0",50,Escola de teatro,Fechado · Abre ter. às 16:00,https://www.google.com/maps/place/Academia+de+Artes+Poema/data=!4m7!3m6!1s0x94cc4a09eec8c853:0xf9b4b8b4ca2df1d8!8m2!3d-23.2027218!4d-45.9557094!16s%2Fg%2F11dx942k60!19sChIJU8jI7glKzJQR2PEtyrS4tPk?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
a2a18796ce75eb9a,Academia Novafit,"Av. Shishima Hifumi, 2212 - Urbanova, São José dos Campos - SP, 12244-450, Brasil",-23.2037422,-45.9439653,+55 12 98184-4458,Mostrar horário de funcionamento da semana,,,"5,0",50,Academia,Fechado · Abre ter. às 08:00,https://www.google.com/maps/place/Academia+Novafit/data=!4m7!3m6!1s0x94cc35880f48f861:0x96cc15a108cfadc4!8m2!3d-23.2037422!4d-45.9439653!16s%2Fg%2F11ss74t1bc!19sChIJYfhID4g1zJQRxK3PCKEVzJY?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
63bf6172eee8a94b,Academia Studio Life ON - SJC - Unidade Urbanova Ribeirão Vermelho,"Av. Maria de Lourdes Friggi, n405 - Sala 4, 5 - Urbanova, São José dos Campos - SP, 12244-882, Brasil",-23.1994724,-45.959259,+55 12 99740-5797,Mostrar horário de funcionamento da semana,instagram.com,,"5,0",50,Academia,Fechado · Abre seg. às 05:00,https://www.google.com/maps/place/Academia+Studio+Life+ON+-+SJC+-+Unidade+Urbanova+Ribeir%C3%A3o+Vermelho/data=!4m7!3m6!1s0x94cc35e25610bcdd:0x1690ae8c462d5fc3!8m2!3d-23.1994724!4d-45.959259!16s%2Fg%2F11rjj72l64!19sChIJ3bwQVuI1zJQRw18tRoyukBY?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
400f70e1b9fdd802,Academia XBody Urbanova,"Av. Ironman Victor Garrido, 527 - Urbanova, São José dos Campos - SP, 12244-392, Brasil",-23.200993,-45.9484718,+55 12 99159-5800,,instagram.com,,"3,9",39,Sala de fitness,Temporariamente fechado,https://www.google.com/maps/place/Academia+XBody+Urbanova/data=!4m7!3m6!1s0x94cc35ead363dbb7:0x34162f918aea49de!8m2!3d-23.200993!4d-45.9484718!16s%2Fg%2F11gnpwq62x!19sChIJt9tj0-o1zJQR3knqipEvFjQ?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
